trip_id,rider_rating_for_driver,driver_rating_for_rider
48475,3.9,4.9
48476,4.2,3.6
48477,4.4,3.7
48479,4.1,4.0
48480,4.6,4.8
48481,4.0,3.6
48484,3.8,4.0
48485,4.5,4.5
48486,3.4,4.1
48487,4.9,4.5
48488,3.6,4.3
48489,3.1,4.7
48490,4.1,3.6
48491,3.6,4.7
48492,3.3,5.0
48493,4.6,3.8
48494,4.2,4.4
48495,4.2,4.3
48497,4.0,4.9
48498,4.3,3.9
48500,4.8,4.7
48501,3.7,4.4
48502,4.3,3.7
48503,4.6,3.9
48504,3.4,3.9
48506,4.5,3.7
48507,3.8,4.7
48508,4.7,4.9
48509,3.6,4.4
48511,4.4,3.5
48512,4.0,3.5
48513,4.5,3.7
48514,4.6,4.1
48515,3.2,4.8
48516,3.5,3.7
48517,3.5,4.1
48518,3.1,4.5
48519,4.9,4.1
48522,4.1,4.3
48523,3.4,3.7
48524,4.1,4.4
48525,4.7,3.6
48527,3.3,3.6
48528,4.3,4.2
48529,3.3,3.6
48530,4.7,4.4
48531,3.5,4.8
48532,4.2,4.7
48533,3.0,4.0
48534,3.0,4.5
48536,4.4,4.3
48537,3.1,4.7
48538,3.4,4.9
48539,4.9,3.8
48540,4.3,3.5
48541,3.5,4.4
48542,4.3,4.8
48546,5.0,4.8
48548,3.9,4.4
48549,4.0,4.8
48550,4.1,3.5
48551,3.3,4.7
48553,4.1,4.0
48554,4.3,3.7
48555,4.0,3.6
48556,3.9,4.9
48557,3.4,3.6
48558,4.2,3.7
48560,4.1,4.0
48561,4.9,3.8
48562,3.7,4.0
48563,4.4,4.3
48564,4.6,3.8
48565,4.6,4.6
48566,4.1,4.1
48567,4.2,3.7
48568,4.6,4.8
48569,3.1,4.2
48570,3.4,3.8
48571,4.1,4.4
48572,4.5,4.4
48573,3.4,4.4
48574,4.7,4.1
48575,4.0,4.1
48576,3.8,3.7
48577,3.3,4.2
48579,4.1,4.7
48580,4.6,3.8
48581,3.6,4.5
48582,4.0,4.2
48583,3.4,3.9
48584,3.5,3.5
48585,4.4,4.4
48588,4.9,3.7
48590,4.2,3.9
48591,4.3,4.6
48592,4.8,4.2
48593,3.4,4.2
48594,4.6,4.2
48595,4.7,4.5
48596,4.4,4.8
48597,3.1,4.1
48598,4.9,4.3
48600,4.2,4.9
48601,3.4,4.0
48602,4.0,4.8
48604,4.1,4.5
48605,3.2,4.3
48606,4.2,3.8
48607,4.2,4.8
48609,4.6,4.1
48611,4.8,4.8
48612,3.9,4.1
48614,3.6,4.4
48615,4.4,4.0
48616,3.3,4.6
48618,3.2,3.9
48621,4.6,3.6
48622,4.7,3.9
48624,4.6,4.4
48625,4.8,3.7
48626,3.6,3.6
48627,4.3,3.9
48628,4.2,3.7
48629,3.1,4.8
48630,3.1,4.8
48631,4.8,4.2
48632,3.0,3.5
48634,4.5,4.7
48636,3.9,4.4
48638,3.1,3.8
48640,4.7,4.9
48641,3.8,4.0
48643,4.5,4.3
48644,4.0,3.6
48645,4.7,4.3
48646,4.0,4.4
48647,4.5,3.9
48648,4.2,4.6
48649,4.6,4.5
48650,3.2,4.1
48651,3.7,4.2
48652,3.7,4.2
48653,3.2,3.7
48656,4.8,4.6
48657,3.5,3.6
48658,4.6,4.1
48659,4.0,4.1
48661,4.8,3.9
48662,4.5,3.7
48663,4.5,4.7
48664,4.0,4.4
48665,3.8,3.6
48666,3.9,5.0
48667,4.0,4.3
48668,3.1,4.8
48670,3.2,3.9
48673,3.6,4.7
48674,3.8,4.6
48675,3.1,3.8
48676,4.0,3.6
48677,4.2,3.6
48678,4.9,4.4
48679,3.2,3.5
48680,4.6,4.3
48681,4.5,3.6
48682,4.5,3.9
48683,4.7,5.0
48685,4.9,4.5
48687,4.3,4.2
48688,4.8,3.5
48689,3.3,4.0
48690,3.5,3.6
48691,3.8,4.6
48692,3.2,4.3
48694,3.4,4.2
48696,5.0,5.0
48697,4.5,4.6
48698,4.4,4.7
48700,4.1,4.6
48701,3.5,4.4
48702,3.2,4.6
48703,4.0,3.5
48704,4.3,4.9
48705,4.1,4.0
48706,3.9,4.9
48707,3.0,3.8
48710,4.2,3.6
48711,4.0,4.9
48712,3.6,4.7
48713,4.6,4.6
48714,4.4,4.2
48715,4.9,4.0
48718,4.0,4.9
48719,3.1,3.8
48720,4.9,4.4
48721,3.9,4.5
48723,5.0,3.6
48724,4.0,3.9
48725,3.8,3.7
48728,3.2,3.6
48731,3.2,4.4
48732,3.2,4.4
48733,4.3,3.8
48734,4.1,4.5
48735,5.0,3.9
48738,3.9,4.9
48739,3.3,4.1
48740,3.6,3.7
48741,4.6,4.7
48742,4.6,4.3
48743,3.2,4.8
48744,5.0,4.5
48745,3.7,4.9
48746,3.7,4.5
48747,3.6,5.0
48748,4.5,4.2
48749,4.9,5.0
48751,4.4,3.7
48752,3.2,4.2
48753,4.5,3.6
48754,4.6,3.8
48755,4.3,3.6
48756,3.4,4.8
48757,4.0,5.0
48758,3.1,4.5
48760,3.5,3.9
48761,4.3,4.5
48762,3.7,4.8
48763,3.3,4.1
48764,3.2,3.6
48766,4.5,4.8
48767,3.6,3.5
48768,4.9,4.3
48769,4.5,4.4
48771,3.7,3.6
48772,3.7,4.2
48773,3.3,4.8
48775,4.4,4.8
48778,4.0,4.1
48779,4.6,3.9
48780,3.6,4.0
48781,3.7,3.5
48783,4.0,3.7
48784,4.4,3.6
48785,4.7,4.0
48786,4.9,4.5
48787,3.1,4.8
48788,4.7,3.8
48789,3.3,4.6
48790,5.0,4.6
48791,3.1,4.5
48794,3.6,3.8
48795,5.0,4.9
48796,3.5,4.1
48797,4.7,3.9
48798,4.7,4.3
48799,3.5,3.6
48800,4.0,3.5
48801,3.2,3.6
48802,3.3,4.2
48803,3.7,3.8
48805,4.8,4.6
48806,4.3,4.9
48808,4.2,4.9
48811,4.9,3.5
48812,4.6,3.8
48814,5.0,4.0
48815,3.9,4.5
48817,3.4,4.8
48818,3.8,4.9
48820,3.8,3.7
48821,4.6,3.7
48822,3.5,3.5
48823,4.1,4.7
48824,3.8,4.8
48825,3.9,4.9
48826,3.2,3.9
48827,4.1,4.3
48828,4.3,4.4
48829,3.1,4.8
48831,3.3,4.3
48832,3.1,4.1
48833,3.4,4.0
48835,3.1,4.8
48836,3.8,3.6
48837,3.5,3.6
48838,4.5,4.7
48839,4.9,4.9
48840,4.1,4.6
48841,3.7,3.9
48842,4.1,3.9
48843,3.3,4.3
48844,4.6,4.4
48845,4.1,3.8
48846,3.1,4.6
48847,4.0,3.8
48848,4.2,4.6
48849,3.3,4.5
48850,3.8,4.6
48851,3.6,4.9
48852,4.0,4.9
48853,3.9,4.9
48854,4.8,4.3
48855,4.8,3.8
48856,3.5,5.0
48857,4.5,3.8
48858,3.3,3.6
48859,3.7,4.0
48860,3.7,4.2
48861,4.7,4.5
48862,3.1,3.8
48863,4.0,3.8
48864,3.9,4.6
48865,4.2,3.8
48866,4.7,4.2
48867,3.1,4.6
48868,5.0,4.3
48869,4.3,4.0
48870,4.5,4.1
48871,3.8,4.2
48873,4.9,4.5
48874,3.7,4.2
48875,4.5,4.1
48876,4.6,4.7
48878,4.4,3.9
48879,4.5,3.6
48880,3.3,4.9
48881,3.2,4.6
48882,4.1,4.8
48884,3.7,4.5
48885,4.7,3.8
48886,3.4,4.3
48887,4.3,3.6
48888,3.5,4.8
48889,3.3,4.4
48890,3.4,5.0
48892,3.6,4.3
48893,4.6,4.0
48894,5.0,4.6
48895,4.0,4.6
48896,3.2,3.9
48897,4.6,4.8
48898,3.2,4.2
48899,3.5,4.1
48900,4.9,3.6
48901,3.4,3.7
48902,4.1,4.8
48903,4.8,4.0
48904,4.4,3.7
48905,4.5,3.8
48906,3.5,3.8
48907,4.7,4.7
48909,3.6,3.9
48910,4.0,4.2
48911,4.0,4.7
48912,4.0,4.9
48913,4.6,4.2
48914,3.8,3.6
48915,4.7,3.6
48917,4.8,5.0
48918,4.7,4.2
48919,4.8,4.7
48920,3.4,3.6
48922,4.5,3.9
48923,3.9,3.7
48924,4.6,4.8
48925,3.8,4.7
48926,4.2,4.0
48927,3.2,4.9
48928,4.0,3.6
48929,3.6,5.0
48930,4.0,4.3
48931,4.6,4.8
48932,3.6,4.3
48933,4.6,4.6
48934,4.6,3.8
48935,4.7,4.6
48936,3.2,4.4
48937,3.0,4.0
48938,4.3,4.9
48940,3.1,4.4
48941,3.8,4.5
48942,4.8,4.4
48943,3.5,4.5
48944,3.5,4.8
48947,4.2,3.8
48948,5.0,3.8
48949,3.2,3.7
48950,4.9,4.0
48951,4.3,4.0
48953,4.5,4.6
48954,3.4,4.4
48955,4.2,4.8
48956,3.3,4.3
48957,4.0,3.9
48958,3.9,3.8
48959,4.5,4.2
48960,3.7,4.7
48961,3.1,4.4
48962,4.9,4.4
48963,3.3,3.8
48964,3.8,4.7
48965,4.0,4.7
48966,4.8,4.9
48968,3.2,3.7
48969,4.4,4.7
48970,3.9,4.5
48971,4.6,4.5
48972,4.7,4.6
48974,3.4,4.7
48975,4.2,4.4
48976,4.0,4.2
48977,4.2,4.5
48978,4.7,4.9
48979,3.6,4.2
48980,3.6,4.9
48982,4.4,5.0
48983,4.0,4.1
48984,4.2,3.8
48985,4.6,4.5
48988,3.7,3.9
48990,3.6,3.9
48991,3.8,4.3
48992,3.1,4.3
48993,4.6,4.5
48995,3.8,4.8
48996,3.8,4.9
48998,4.6,3.5
48999,3.4,4.1
49000,3.3,4.5
49003,4.8,4.9
49006,4.8,4.1
49007,4.6,4.0
49008,3.3,4.7
49009,4.7,4.5
49011,4.9,3.6
49012,4.7,4.3
49014,3.8,4.5
49015,3.2,3.7
49016,3.8,4.4
49017,3.0,3.6
49019,4.0,4.0
49021,3.0,3.5
49022,4.1,4.4
49023,3.9,3.9
49025,3.7,4.9
49026,3.6,3.5
49027,4.7,4.8
49030,4.0,4.9
49032,3.6,3.5
49033,4.4,4.1
49035,4.2,4.9
49036,3.6,4.7
49037,5.0,3.6
49038,4.6,4.9
49039,4.4,3.7
49040,3.2,4.9
49041,3.3,4.5
49042,4.2,3.7
49043,4.8,4.5
49044,3.9,4.9
49046,3.3,4.4
49047,4.1,3.6
49049,4.9,3.8
49050,4.1,4.2
49051,4.7,4.1
49052,4.7,4.2
49053,3.4,4.2
49054,4.1,4.4
49055,3.1,4.8
49056,3.3,4.8
49057,3.8,4.5
49058,3.1,4.7
49059,3.3,3.8
49060,3.4,3.7
49061,4.4,4.3
49062,3.2,4.5
49064,4.6,4.0
49065,4.1,4.9
49066,5.0,3.7
49068,3.2,3.9
49069,4.6,4.9
49070,3.9,4.7
49071,3.1,3.8
49072,4.7,4.1
49073,4.0,4.6
49074,3.8,4.9
49075,4.3,3.9
49076,3.8,4.9
49077,3.9,4.4
49078,3.6,4.1
49079,3.6,4.9
49080,3.9,4.9
49081,3.9,4.1
49082,3.2,4.0
49083,3.6,5.0
49084,3.3,4.7
49085,3.6,4.2
49088,4.0,4.5
49089,4.1,4.0
49090,4.7,4.9
49091,4.0,4.0
49093,3.4,3.7
49094,3.9,4.8
49095,4.9,4.4
49096,4.7,4.6
49097,4.4,4.8
49098,3.8,4.6
49099,3.6,4.5
49100,3.9,4.2
49102,4.3,4.7
49104,4.8,3.8
49105,4.9,4.9
49106,4.5,4.5
49107,4.3,4.0
49108,3.1,4.9
49111,4.3,4.5
49112,4.5,3.9
49114,4.7,4.3
49116,3.9,4.0
49118,3.1,4.2
49119,3.3,4.1
49120,3.8,4.2
49121,4.4,4.3
49122,4.0,3.6
49123,4.3,4.3
49124,4.1,4.1
49125,4.9,4.8
49126,4.6,4.2
49127,4.6,4.4
49128,4.4,5.0
49129,3.2,3.8
49130,5.0,4.2
49131,3.1,3.8
49132,3.7,4.1
49133,4.6,3.9
49134,3.6,4.6
49135,4.3,4.1
49137,4.8,3.5
49139,4.6,4.9
49140,4.1,4.4
49141,4.0,3.5
49142,3.4,4.5
49143,4.2,4.0
49144,4.4,3.7
49147,4.2,3.7
49148,3.5,3.8
49149,4.7,4.6
49151,4.1,3.6
49152,3.2,3.9
49153,3.3,3.6
49154,4.7,4.9
49155,3.6,3.7
49157,4.1,4.4
49160,3.9,4.8
49161,4.0,4.1
49162,4.4,4.6
49164,4.5,5.0
49165,4.9,4.2
49166,4.4,3.6
49167,3.6,4.4
49168,4.3,4.7
49169,4.2,3.7
49170,4.1,4.3
49171,3.0,4.6
49172,4.6,4.6
49174,4.9,4.6
49175,3.5,4.6
49177,3.1,4.3
49178,3.4,4.7
49180,5.0,4.4
49181,4.3,4.9
49182,3.7,3.9
49183,3.5,4.8
49184,5.0,4.4
49185,3.4,4.6
49186,3.4,4.1
49187,3.9,4.6
49188,3.7,4.7
49189,3.3,4.5
49190,4.5,4.4
49191,5.0,4.8
49192,3.5,4.9
49193,4.2,4.8
49194,3.5,3.6
49196,4.0,4.4
49197,4.6,3.7
49198,4.0,4.5
49199,4.7,3.8
49200,4.1,4.5
49201,5.0,4.9
49202,4.1,4.2
49203,4.5,4.9
49204,3.4,4.3
49205,3.4,4.5
49206,3.7,4.9
49207,3.4,4.5
49208,3.0,3.8
49209,3.4,3.6
49210,4.0,4.0
49211,4.3,4.2
49212,4.1,3.8
49213,3.4,3.8
49214,3.3,4.1
49215,4.7,4.9
49216,4.6,4.3
49217,3.5,3.9
49219,4.0,4.5
49220,4.3,3.9
49222,4.4,3.7
49223,3.9,3.6
49224,4.0,4.5
49226,4.0,4.5
49227,4.1,4.6
49228,3.9,3.6
49229,4.0,4.3
49230,4.6,3.6
49232,3.4,3.8
49234,3.9,4.4
49235,4.4,4.9
49236,4.1,3.8
49237,3.6,5.0
49239,3.2,4.5
49240,4.3,4.8
49241,4.4,4.5
49242,3.1,4.7
49243,4.4,3.7
49244,4.6,4.4
49246,4.8,4.0
49248,5.0,4.2
49249,4.2,4.9
49251,5.0,4.1
49252,4.1,4.4
49253,4.3,4.8
49254,4.4,3.8
49255,4.5,4.5
49256,4.5,4.0
49258,4.1,4.0
49259,4.5,3.6
49260,3.5,4.1
49262,4.0,4.8
49263,3.4,4.0
49264,3.9,5.0
49265,3.8,4.1
49266,3.1,3.9
49267,3.6,5.0
49268,4.4,4.7
49269,3.9,3.6
49270,4.8,4.8
49271,3.8,4.0
49272,3.9,4.0
49273,4.6,4.1
49274,3.2,3.6
49276,4.8,4.0
49277,4.0,4.5
49278,4.5,3.8
49279,4.4,4.7
49280,3.6,4.7
49281,5.0,3.9
49282,3.1,4.2
49283,4.9,4.1
49284,3.2,4.9
49285,3.6,4.7
49286,4.8,4.6
49288,3.4,4.6
49289,3.1,3.5
49290,4.4,4.1
49291,3.6,4.9
49292,3.8,3.8
49293,3.9,3.7
49294,4.4,4.9
49295,4.5,4.1
49296,3.7,4.0
49297,4.8,4.5
49298,3.4,4.4
49299,4.5,3.6
49300,4.4,4.1
49301,4.0,3.9
49302,4.9,4.9
49303,3.9,3.5
49305,4.7,4.5
49306,3.1,4.6
49307,3.8,3.7
49308,3.4,4.2
49309,4.7,3.6
49310,3.9,4.3
49311,4.1,3.9
49312,4.3,5.0
49313,3.8,4.6
49314,3.7,4.4
49316,3.7,4.9
49317,4.5,4.4
49318,5.0,5.0
49319,3.7,4.3
49321,4.3,4.9
49322,4.8,4.2
49323,5.0,4.1
49325,4.2,4.0
49326,3.4,4.4
49329,4.1,4.3
49330,4.3,3.5
49331,4.0,3.9
49333,3.6,4.0
49334,3.6,3.6
49335,4.6,3.8
49336,4.9,4.7
49337,4.4,4.1
49338,3.9,4.2
49339,3.6,4.7
49341,3.3,5.0
49342,3.6,4.5
49343,3.0,3.9
49344,3.7,3.8
49345,3.4,3.6
49346,3.1,4.2
49347,3.2,4.9
49349,4.8,4.5
49351,3.5,3.8
49352,4.1,4.3
49353,3.5,4.0
49354,4.3,4.0
49355,3.3,3.8
49356,3.9,4.6
49357,3.4,4.1
49358,4.1,4.3
49359,3.2,4.2
49360,4.2,4.4
49361,4.5,4.5
49362,3.9,4.1
49363,4.9,4.6
49364,3.4,4.5
49365,3.2,4.8
49366,3.2,4.4
49367,3.7,3.6
49368,3.3,4.5
49369,3.0,4.5
49370,3.5,4.2
49371,3.5,4.0
49372,3.3,4.5
49373,3.8,3.9
49375,4.9,4.4
49379,4.8,4.2
49380,3.0,4.6
49381,4.6,4.4
49382,3.4,4.7
49383,4.1,3.9
49384,3.9,4.3
49385,5.0,4.8
49387,4.2,4.2
49388,4.3,4.2
49390,4.9,4.5
49393,3.3,3.6
49394,4.0,3.5
49395,3.2,3.9
49396,3.2,4.3
49397,4.4,3.9
49398,4.2,4.3
49399,3.2,3.9
49400,4.0,4.2
49401,4.9,4.5
49402,3.3,4.1
49404,3.3,4.2
49405,4.3,3.5
49406,3.5,4.0
49407,4.5,4.1
49408,4.8,3.8
49409,3.0,4.2
49410,3.6,5.0
49411,4.2,3.7
49412,4.0,4.3
49413,4.1,3.7
49414,4.4,4.3
49415,4.6,4.2
49417,3.6,4.0
49418,4.5,4.3
49420,3.2,3.7
49421,4.4,3.7
49422,4.7,4.2
49423,4.9,3.6
49424,4.3,4.8
49425,3.6,4.5
49426,4.3,4.0
49427,3.4,4.1
49428,4.4,4.6
49429,4.8,4.0
49430,4.9,4.1
49431,3.4,3.8
49432,4.2,5.0
49433,5.0,4.5
49434,4.3,4.1
49435,4.9,4.9
49436,3.9,4.4
49437,4.6,3.8
49440,3.2,4.6
49441,3.4,4.5
49442,3.2,4.0
49443,3.1,4.0
49444,3.9,4.7
49445,4.7,4.8
49447,3.6,3.6
49448,3.5,4.2
49449,4.5,4.5
49450,3.5,4.7
49451,4.2,4.7
49452,3.3,4.9
49453,3.8,4.9
49454,4.1,3.7
49455,5.0,4.3
49457,4.7,4.1
49458,3.0,4.2
49459,4.3,4.9
49460,4.3,4.5
49462,4.1,4.7
49464,3.1,4.3
49465,3.6,4.0
49466,3.4,4.9
49467,3.1,4.0
49468,4.8,3.5
49470,4.2,3.6
49471,3.5,3.9
49472,4.8,4.8
49473,4.7,3.9
49474,3.5,4.9
49475,3.5,4.6
49476,3.4,3.7
49477,3.4,4.3
49478,4.5,3.6
49479,3.5,4.0
49480,4.7,3.8
49482,4.9,4.4
49483,3.1,4.4
49484,4.1,3.7
49485,3.1,4.7
49486,3.7,4.2
49488,4.9,4.8
49489,3.7,4.4
49490,4.4,4.2
49491,4.1,4.5
49492,4.2,4.7
49494,5.0,3.9
49495,4.6,3.8
49496,4.8,4.9
49497,4.3,3.7
49498,3.8,4.8
49499,3.8,4.5
49501,4.9,4.1
49502,3.6,4.0
49503,3.4,4.5
49504,3.3,4.3
49505,4.1,4.1
49507,4.4,4.0
49508,4.0,3.8
49509,4.8,5.0
49510,4.5,4.9
49511,3.3,4.4
49512,4.9,3.8
49513,4.3,3.9
49515,3.3,3.9
49516,3.9,4.0
49518,3.9,4.8
49519,4.3,3.7
49520,4.9,4.2
49521,3.8,3.8
49522,4.2,3.9
49524,3.8,4.5
49525,4.8,4.7
49526,4.9,4.6
49528,4.5,4.6
49529,3.5,4.0
49530,4.2,4.4
49531,3.5,3.9
49533,4.1,4.9
49534,3.8,5.0
49535,4.5,4.7
49536,4.8,3.9
49537,3.0,4.6
49539,4.8,4.5
49540,3.5,4.9
49541,4.4,3.6
49542,3.4,3.5
49543,3.7,3.5
49544,4.2,4.8
49545,3.3,4.5
49546,3.5,4.5
49547,4.0,4.6
49548,3.2,5.0
49549,3.3,4.3
49550,4.3,4.0
49551,5.0,3.8
49552,5.0,3.6
49553,4.0,4.1
49554,4.5,4.3
49555,4.2,4.6
49556,3.0,5.0
49557,4.8,4.5
49558,4.6,4.0
49559,3.5,3.5
49560,4.9,5.0
49561,3.8,4.8
49564,3.8,3.9
49565,4.3,4.8
49566,4.3,4.3
49567,4.3,4.9
49568,3.0,5.0
49570,3.7,4.1
49571,3.0,3.8
49572,3.7,4.6
49574,4.7,3.9
49575,3.5,3.7
49577,3.4,4.0
49578,4.8,4.4
49579,3.5,4.5
49580,4.0,4.0
49581,3.7,4.6
49582,3.2,3.7
49583,3.5,4.2
49584,4.3,4.9
49585,3.2,4.3
49587,3.1,4.6
49588,3.3,5.0
49589,3.6,3.8
49590,4.4,4.5
49591,4.0,4.8
49592,4.0,3.5
49595,3.7,3.7
49597,4.6,4.8
49598,3.1,4.8
49599,4.2,4.7
49600,4.9,3.7
49601,4.1,3.7
49602,4.5,4.2
49603,3.3,4.2
49604,4.1,3.7
49605,3.6,4.9
49607,4.4,4.4
49608,3.4,3.9
49609,4.2,4.9
49610,4.0,4.7
49611,4.5,4.9
49614,4.3,3.8
49617,4.5,4.5
49618,4.8,4.9
49619,4.1,5.0
49620,3.8,4.6
49621,4.0,4.1
49623,4.4,3.7
49624,3.5,4.9
49625,3.4,4.1
49626,3.2,3.6
49627,3.8,4.0
49628,3.2,4.1
49629,3.2,4.6
49630,4.8,4.0
49631,4.2,4.5
49632,4.9,3.6
49633,3.7,3.6
49635,3.7,3.8
49636,4.7,4.0
49637,4.2,4.9
49638,4.1,3.6
49639,4.1,3.6
49640,4.6,3.7
49641,4.3,4.2
49642,3.4,4.7
49643,4.4,5.0
49644,4.1,3.9
49645,3.2,4.4
49646,3.6,4.5
49647,4.5,4.9
49649,4.9,4.6
49650,3.9,3.7
49651,4.4,4.5
49652,3.1,4.4
49653,4.0,4.1
49656,4.0,4.0
49658,5.0,4.8
49659,5.0,3.7
49660,3.9,4.1
49662,3.3,4.6
49664,4.0,4.6
49665,4.4,3.8
49666,4.5,4.2
49667,3.4,4.8
49669,4.5,3.7
49670,4.9,3.6
49673,3.3,3.9
49674,4.0,3.8
49675,4.7,4.8
49676,3.6,3.9
49677,3.1,4.1
49678,4.9,3.9
49679,4.4,3.7
49680,3.3,3.9
49681,3.9,3.5
49682,4.2,4.6
49683,4.8,4.8
49684,3.6,3.9
49685,4.6,3.6
49686,3.0,3.8
49688,4.8,3.7
49689,4.5,4.4
49690,4.9,4.7
49692,3.8,4.4
49693,4.9,3.9
49694,4.6,4.5
49695,3.3,4.7
49697,3.5,3.9
49698,4.6,4.9
49699,3.9,3.5
49700,4.5,4.1
49701,3.9,3.7
49702,4.2,4.6
49703,3.7,4.7
49704,3.9,4.1
49705,4.7,4.8
49706,4.0,3.6
49707,4.4,3.8
49708,3.4,4.3
49709,4.4,4.5
49710,3.2,5.0
49711,4.2,4.6
49712,4.1,3.8
49713,3.8,3.8
49714,4.7,4.1
49715,4.2,5.0
49716,3.5,4.7
49717,4.0,3.6
49718,4.6,4.9
49719,4.7,4.4
49721,3.6,4.9
49722,3.2,3.8
49724,3.5,4.9
49725,4.8,4.3
49726,4.3,4.9
49727,4.9,4.5
49728,3.1,3.7
49729,3.7,4.9
49731,3.8,3.7
49732,3.7,4.8
49734,3.5,4.1
49736,3.9,3.8
49737,4.4,4.6
49738,3.4,4.9
49739,4.6,3.6
49740,3.4,4.8
49741,4.9,4.8
49742,4.6,3.8
49743,3.6,4.6
49744,4.2,4.3
49745,3.8,4.6
49746,5.0,3.9
49747,4.0,4.0
49748,4.4,4.0
49749,4.3,4.5
49750,3.6,4.1
49751,3.8,4.9
49752,4.0,4.7
49755,3.5,4.4
49756,3.4,4.3
49757,4.9,3.8
49760,3.6,4.1
49763,3.7,4.0
49764,4.6,4.8
49765,4.6,3.7
49766,3.3,4.5
49767,3.3,4.3
49768,3.3,3.8
49769,4.1,3.8
49772,4.6,3.8
49773,4.5,4.6
49774,3.8,3.5
49775,4.2,4.6
49776,4.4,3.6
49777,3.0,3.5
49778,4.6,4.1
49780,4.6,3.5
49781,4.5,5.0
49782,4.9,4.3
49784,3.0,3.7
49785,4.6,4.9
49787,3.9,4.4
49789,4.5,3.9
49791,3.1,3.6
49793,3.1,4.9
49794,3.3,5.0
49795,3.4,4.8
49796,3.3,4.8
49797,3.7,4.5
49798,3.6,3.6
49799,3.4,4.4
49800,3.3,4.2
49801,4.3,4.1
49802,4.0,4.1
49803,4.9,3.6
49804,4.6,4.1
49805,4.5,4.2
49807,3.2,4.6
49809,4.8,4.8
49812,4.9,4.2
49813,3.1,4.1
49814,4.7,3.7
49815,3.8,4.2
49816,3.6,3.9
49817,4.4,4.2
49818,3.6,4.6
49819,3.2,4.9
49820,4.4,4.9
49821,4.3,3.7
49822,4.6,3.6
49823,4.1,3.6
49824,4.6,4.9
49825,3.0,4.5
49826,4.5,4.4
49827,3.9,5.0
49828,4.1,3.6
49829,4.8,3.8
49831,4.6,3.7
49832,4.3,3.9
49833,3.3,3.5
49836,3.5,4.7
49837,3.7,4.7
49838,4.9,4.3
49839,4.5,4.1
49840,4.0,4.4
49841,4.5,3.6
49842,3.5,3.6
49843,3.3,4.7
49844,4.2,4.9
49846,3.8,3.6
49847,3.9,3.9
49848,3.3,4.9
49850,3.7,4.9
49851,4.9,4.1
49852,3.2,4.1
49853,5.0,3.9
49854,4.2,4.1
49855,3.8,3.9
49857,3.0,3.7
49858,3.9,4.4
49859,3.9,4.5
49860,3.5,4.7
49861,4.7,4.4
49862,3.8,4.1
49863,3.2,4.2
49865,4.7,3.9
49866,4.3,4.7
49867,3.1,3.7
49868,3.1,4.7
49869,4.9,3.5
49870,4.7,3.8
49871,4.8,3.6
49872,3.2,3.8
49873,3.2,5.0
49874,5.0,3.5
49875,5.0,4.2
49876,3.9,4.3
49877,4.5,4.2
49878,4.5,4.3
49880,5.0,4.7
49882,4.6,4.4
49883,3.6,4.4
49884,4.3,4.3
49885,4.0,3.6
49886,3.9,3.9
49887,3.9,3.9
49888,4.8,3.8
49889,3.7,3.9
49890,4.3,3.5
49891,4.9,3.5
49892,3.7,5.0
49893,4.4,4.4
49895,3.3,4.2
49896,4.7,3.8
49897,4.7,5.0
49898,3.4,3.7
49899,3.2,4.7
49902,3.3,4.8
49903,4.8,4.4
49904,4.0,4.3
49905,4.5,4.2
49906,4.0,4.8
49907,4.7,4.9
49908,3.9,5.0
49909,4.7,3.5
49910,3.5,4.9
49911,3.1,4.7
49912,3.6,3.7
49913,4.2,3.9
49914,4.7,4.7
49916,3.5,3.8
49917,3.2,4.0
49919,3.9,3.9
49920,4.9,3.8
49921,3.9,4.4
49922,3.6,4.1
49923,4.4,3.5
49924,3.8,4.1
49925,4.4,4.8
49926,3.2,4.5
49927,3.9,3.7
49928,3.2,4.4
49929,4.4,3.5
49930,4.5,3.5
49931,3.3,3.7
49932,3.1,4.7
49933,3.8,3.8
49935,4.7,4.2
49937,3.5,3.7
49938,4.2,4.7
49939,3.4,4.8
49940,4.3,4.8
49942,3.4,3.9
49943,3.7,3.9
49945,4.4,5.0
49946,4.3,4.6
49947,3.9,3.5
49948,3.7,4.3
49949,4.8,4.4
49951,3.3,3.8
49952,4.0,3.9
49953,4.0,5.0
49954,3.7,4.7
49955,4.7,3.5
49956,3.0,4.4
49957,4.7,4.1
49958,3.5,4.3
49959,3.0,4.7
49960,4.0,3.6
49961,3.5,4.6
49962,3.9,4.6
49963,3.6,4.4
49965,3.6,4.0
49966,4.5,4.2
49968,4.6,4.2
49969,4.5,3.8
49970,4.1,4.0
49971,4.3,4.5
49973,4.9,3.7
49974,3.6,4.5
49975,3.2,4.8
49976,4.5,4.4
49977,3.7,4.4
49979,3.7,4.6
49980,4.9,4.1
49981,3.5,4.9
49982,3.0,4.5
49983,3.2,4.9
49985,4.6,4.5
49986,4.7,3.9
49987,3.9,3.6
49988,3.4,3.7
49989,4.5,3.6
49990,3.3,3.7
49991,3.3,4.1
49992,3.2,4.8
49993,3.2,3.9
49994,3.9,4.5
49995,3.4,4.5
49996,3.5,4.6
49997,4.1,5.0
49998,3.9,3.8
49999,3.6,4.2
50002,4.9,3.8
50003,3.3,4.7
50004,4.2,3.7
50005,4.8,4.0
50006,3.1,4.9
50007,4.3,4.1
50008,4.7,3.9
